play_id,number_of_obstacles,cleared?,status,message,created_at
61,1,False,3,Failed! You fell off the floor.,9/15/2020 2:35:48 AM
62,1,True,1,Success! You reached a target.,9/15/2020 2:35:49 AM
63,5,False,2,Failed! You collided with an abstacle.,9/15/2020 2:35:53 AM
64,1,True,1,Success! You reached a target.,9/15/2020 2:35:55 AM
65,3,False,2,Failed! You collided with an abstacle.,9/15/2020 2:35:55 AM
66,7,False,2,Failed! You collided with an abstacle.,9/15/2020 2:35:55 AM
67,11,False,2,Failed! You collided with an abstacle.,9/15/2020 2:35:55 AM
68,1,False,2,Failed! You collided with an abstacle.,9/15/2020 2:35:55 AM
69,1,False,2,Failed! You collided with an abstacle.,9/15/2020 2:35:56 AM
70,1,False,3,Failed! You fell off the floor.,9/15/2020 2:35:56 AM
71,11,False,2,Failed! You collided with an abstacle.,9/15/2020 2:35:59 AM
72,9,False,2,Failed! You collided with an abstacle.,9/15/2020 2:35:59 AM
73,5,True,1,Success! You reached a target.,9/15/2020 2:35:59 AM
74,11,False,2,Failed! You collided with an abstacle.,9/15/2020 2:35:59 AM
75,11,False,2,Failed! You collided with an abstacle.,9/15/2020 2:35:59 AM
76,1,True,1,Success! You reached a target.,9/15/2020 2:36:02 AM
77,5,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:02 AM
78,5,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:02 AM
79,7,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:03 AM
80,3,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:10 AM
81,5,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:10 AM
82,11,True,1,Success! You reached a target.,9/15/2020 2:36:10 AM
83,3,True,1,Success! You reached a target.,9/15/2020 2:36:10 AM
84,7,True,1,Success! You reached a target.,9/15/2020 2:36:10 AM
85,9,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:11 AM
86,3,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:11 AM
87,1,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:13 AM
88,11,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:13 AM
89,1,True,1,Success! You reached a target.,9/15/2020 2:36:15 AM
90,3,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:16 AM
91,9,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:16 AM
92,7,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:16 AM
93,5,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:16 AM
94,3,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:16 AM
95,7,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:16 AM
96,7,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:16 AM
97,5,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:16 AM
98,11,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:16 AM
99,7,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:16 AM
100,3,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:18 AM
101,11,True,1,Success! You reached a target.,9/15/2020 2:36:18 AM
102,7,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:18 AM
103,3,True,1,Success! You reached a target.,9/15/2020 2:36:18 AM
104,7,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:18 AM
105,3,True,1,Success! You reached a target.,9/15/2020 2:36:19 AM
106,11,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:21 AM
107,3,True,1,Success! You reached a target.,9/15/2020 2:36:22 AM
108,11,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:23 AM
109,5,True,1,Success! You reached a target.,9/15/2020 2:36:23 AM
110,7,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:23 AM
111,3,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:24 AM
112,3,True,1,Success! You reached a target.,9/15/2020 2:36:24 AM
113,1,True,1,Success! You reached a target.,9/15/2020 2:36:24 AM
114,7,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:24 AM
115,5,True,1,Success! You reached a target.,9/15/2020 2:36:24 AM
116,7,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:24 AM
117,3,True,1,Success! You reached a target.,9/15/2020 2:36:27 AM
118,9,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:27 AM
119,5,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:27 AM
120,5,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:28 AM
121,7,False,3,Failed! You fell off the floor.,9/15/2020 2:36:30 AM
122,7,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:31 AM
123,11,True,1,Success! You reached a target.,9/15/2020 2:36:32 AM
124,3,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:32 AM
125,1,True,1,Success! You reached a target.,9/15/2020 2:36:33 AM
126,5,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:37 AM
127,1,True,1,Success! You reached a target.,9/15/2020 2:36:37 AM
128,11,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:37 AM
129,9,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:37 AM
130,9,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:37 AM
131,1,True,1,Success! You reached a target.,9/15/2020 2:36:40 AM
132,11,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:40 AM
133,9,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:41 AM
134,1,True,1,Success! You reached a target.,9/15/2020 2:36:41 AM
135,7,True,1,Success! You reached a target.,9/15/2020 2:36:41 AM
136,5,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:42 AM
137,5,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:43 AM
138,11,True,1,Success! You reached a target.,9/15/2020 2:36:43 AM
139,5,True,1,Success! You reached a target.,9/15/2020 2:36:43 AM
140,9,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:44 AM
141,11,True,1,Success! You reached a target.,9/15/2020 2:36:44 AM
142,9,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:44 AM
143,11,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:44 AM
144,9,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:45 AM
145,5,True,1,Success! You reached a target.,9/15/2020 2:36:47 AM
146,7,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:49 AM
147,3,True,1,Success! You reached a target.,9/15/2020 2:36:49 AM
148,7,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:49 AM
149,5,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:49 AM
150,1,False,3,Failed! You fell off the floor.,9/15/2020 2:36:51 AM
151,7,False,2,Failed! You collided with an abstacle.,9/15/2020 2:36:51 AM
152,5,True,1,Success! You reached a target.,9/15/2020 2:36:53 AM
153,9,True,1,Success! You reached a target.,9/15/2020 2:36:53 AM
154,5,True,1,Success! You reached a target.,9/15/2020 2:36:59 AM
155,11,False,2,Failed! You collided with an abstacle.,9/15/2020 2:37:01 AM
156,7,False,2,Failed! You collided with an abstacle.,9/15/2020 2:37:01 AM
157,5,False,2,Failed! You collided with an abstacle.,9/15/2020 2:37:01 AM
158,1,True,1,Success! You reached a target.,9/15/2020 2:37:01 AM
159,11,False,2,Failed! You collided with an abstacle.,9/15/2020 2:37:01 AM
160,3,False,2,Failed! You collided with an abstacle.,9/15/2020 2:37:01 AM
161,5,False,2,Failed! You collided with an abstacle.,9/15/2020 2:37:01 AM
162,9,False,2,Failed! You collided with an abstacle.,9/15/2020 2:37:01 AM
163,5,False,2,Failed! You collided with an abstacle.,9/15/2020 2:37:02 AM
164,5,False,2,Failed! You collided with an abstacle.,9/15/2020 2:37:02 AM
